
1,1,1,WIC,2009,140810
2,2,1,WIC,2009,25816
3,3,1,WIC,2009,208873
4,4,1,WIC,2009,94107
5,5,1,WIC,2009,1439006
6,6,1,WIC,2009,107930
7,7,1,WIC,2009,60148
8,8,1,WIC,2009,24028
9,9,1,WIC,2009,505671
10,10,1,WIC,2009,499213
11,11,1,WIC,2009,36320
12,12,1,WIC,2009,46175
13,13,1,WIC,2009,309870
14,14,1,WIC,2009,170137
15,15,1,WIC,2009,75645
16,16,1,WIC,2009,76989
17,17,1,WIC,2009,141768
18,18,1,WIC,2009,148747
19,19,1,WIC,2009,26663
20,20,1,WIC,2009,146411
21,21,1,WIC,2009,127944
22,22,1,WIC,2009,243275
23,23,1,WIC,2009,141598
24,24,1,WIC,2009,111478
25,25,1,WIC,2009,150145
26,26,1,WIC,2009,20673
27,27,1,WIC,2009,45585
28,28,1,WIC,2009,67829
29,29,1,WIC,2009,18362
30,30,1,WIC,2009,169078
31,31,1,WIC,2009,70159
32,32,1,WIC,2009,518961
33,33,1,WIC,2009,275039
34,34,1,WIC,2009,14573
35,35,1,WIC,2009,303679
36,36,1,WIC,2009,130064
37,37,1,WIC,2009,113248
38,38,1,WIC,2009,260879
39,39,1,WIC,2009,25676
40,40,1,WIC,2009,134753
41,41,1,WIC,2009,22962
42,42,1,WIC,2009,174832
43,43,1,WIC,2009,992454
44,44,1,WIC,2009,72535
45,45,1,WIC,2009,17496
46,46,1,WIC,2009,160150
47,47,1,WIC,2009,193387
48,48,1,WIC,2009,53060
49,49,1,WIC,2009,127891
50,50,1,WIC,2009,13338
51,1,1,WIC,2011,143768
52,2,1,WIC,2011,26295
53,3,1,WIC,2011,199343
54,4,1,WIC,2011,93461
55,5,1,WIC,2011,1466564
56,6,1,WIC,2011,104129
57,7,1,WIC,2011,56083
58,8,1,WIC,2011,22553
59,9,1,WIC,2011,492071
60,10,1,WIC,2011,469456
61,11,1,WIC,2011,36753
62,12,1,WIC,2011,44020
63,13,1,WIC,2011,295409
64,14,1,WIC,2011,167875
65,15,1,WIC,2011,70931
66,16,1,WIC,2011,75212
67,17,1,WIC,2011,141648
68,18,1,WIC,2011,150051
69,19,1,WIC,2011,26267
70,20,1,WIC,2011,147421
71,21,1,WIC,2011,119099
72,22,1,WIC,2011,252705
73,23,1,WIC,2011,131255
74,24,1,WIC,2011,97277
75,25,1,WIC,2011,145767
76,26,1,WIC,2011,20164
77,27,1,WIC,2011,43563
78,28,1,WIC,2011,75676
79,29,1,WIC,2011,17048
80,30,1,WIC,2011,168467
81,31,1,WIC,2011,64304
82,32,1,WIC,2011,512603
83,33,1,WIC,2011,266478
84,34,1,WIC,2011,14068
85,35,1,WIC,2011,281306
86,36,1,WIC,2011,126944
87,37,1,WIC,2011,111534
88,38,1,WIC,2011,257911
89,39,1,WIC,2011,24501
90,40,1,WIC,2011,130647
91,41,1,WIC,2011,22583
92,42,1,WIC,2011,161578
93,43,1,WIC,2011,993498
94,44,1,WIC,2011,73049
95,45,1,WIC,2011,15913
96,46,1,WIC,2011,156085
97,47,1,WIC,2011,192565
98,48,1,WIC,2011,49117
99,49,1,WIC,2011,121516
100,50,1,WIC,2011,12997
101,1,1,WIC,2012,141900
102,2,1,WIC,2012,24969
103,3,1,WIC,2012,193214
104,4,1,WIC,2012,94293
105,5,1,WIC,2012,1472468
106,6,1,WIC,2012,103769
107,7,1,WIC,2012,56584
108,8,1,WIC,2012,22214
109,9,1,WIC,2012,495405
110,10,1,WIC,2012,303875
111,11,1,WIC,2012,37169
112,12,1,WIC,2012,43751
113,13,1,WIC,2012,288939
114,14,1,WIC,2012,164281
115,15,1,WIC,2012,69159
116,16,1,WIC,2012,74761
117,17,1,WIC,2012,132698
118,18,1,WIC,2012,145346
119,19,1,WIC,2012,25690
