1,1,1,1990,,,721806
2,2,1,1990,,,113903
3,3,1,1990,,,639853
4,4,1,1990,,,436286
5,5,1,1990,,,4950474
6,6,1,1990,,,574213
7,7,1,1990,,,469123
8,8,1,1990,,,99658
9,9,1,1990,,,1861592
10,10,1,1990,,,1151687
11,11,1,1990,,,171708
12,12,1,1990,,,220840
13,13,1,1990,,,1821407
14,14,1,1990,,,954525
15,15,1,1990,,,483652
16,16,1,1990,,,437034
17,17,1,1990,,,636401
18,18,1,1990,,,784757
19,19,1,1990,,,215149
20,20,1,1990,,,715176
21,21,1,1990,,,834314
22,22,1,1990,,,1584431
23,23,1,1990,,,756374
24,24,1,1990,,,502417
25,25,1,1990,,,816558
26,26,1,1990,,,152974
27,27,1,1990,,,274081
28,28,1,1990,,,201316
29,29,1,1990,,,172785
30,30,1,1990,,,1089646
31,31,1,1990,,,301881
32,32,1,1990,,,2598337
33,33,1,1990,,,1086871
34,34,1,1990,,,117825
35,35,1,1990,,,1771089
36,36,1,1990,,,579087
37,37,1,1990,,,472394
38,38,1,1990,,,1667834
39,39,1,1990,,,138813
40,40,1,1990,,,622112
41,41,1,1990,,,129164
42,42,1,1990,,,824595
43,43,1,1990,,,3382887
44,44,1,1990,,,446652
45,45,1,1990,,,95762
46,46,1,1990,,,998601
47,47,1,1990,,,839709
48,48,1,1990,,,322389
49,49,1,1990,,,797621
50,50,1,1990,,,98226
51,1,1,2000,,,739992
52,2,1,2000,,,133356
53,3,1,2000,,,877696
54,4,1,2000,,,449959
55,5,1,2000,,,6140814
56,6,1,2000,,,724508
57,7,1,2000,,,562179
58,8,1,2000,,,114676
59,9,1,2000,,,2434821
60,10,1,2000,,,1444937
61,11,1,2000,,,184360
62,12,1,2000,,,245117
63,13,1,2000,,,2048792
64,14,1,2000,,,989267
65,15,1,2000,,,495080
66,16,1,2000,,,470610
67,17,1,2000,,,665850
68,18,1,2000,,,743089
69,19,1,2000,,,207037
70,20,1,2000,,,852920
71,21,1,2000,,,975150
72,22,1,2000,,,1720626
73,23,1,2000,,,854340
74,24,1,2000,,,497871
75,25,1,2000,,,912744
76,26,1,2000,,,154875
77,27,1,2000,,,286199
78,28,1,2000,,,340706
79,29,1,2000,,,208461
80,30,1,2000,,,1313405
81,31,1,2000,,,320306
82,32,1,2000,,,2882188
83,33,1,2000,,,1293638
84,34,1,2000,,,109201
85,35,1,2000,,,1835049
86,36,1,2000,,,623110
87,37,1,2000,,,546231
88,38,1,2000,,,1814311
89,39,1,2000,,,157347
90,40,1,2000,,,677411
91,41,1,2000,,,128603
92,42,1,2000,,,909161
93,43,1,2000,,,4059619
94,44,1,2000,,,481485
95,45,1,2000,,,102049
96,46,1,2000,,,1144915
97,47,1,2000,,,1004770
98,48,1,2000,,,286367
99,49,1,2000,,,879476
100,50,1,2000,,,89940
101,1,1,2008,,,745668
102,2,1,2008,,,130662
103,3,1,2008,,,1087817
104,4,1,2008,,,478965
105,5,1,2008,,,6322528
106,6,1,2008,,,818443
107,7,1,2008,,,567198
108,8,1,2008,,,125430
109,9,1,2008,,,2631020
110,10,1,2008,,,1655792
111,11,1,2008,,,179478
112,12,1,2008,,,275051
113,13,1,2008,,,2119707
114,14,1,2008,,,1046147
115,15,1,2008,,,487559
116,16,1,2008,,,471060
117,17,1,2008,,,670030
118,18,1,2008,,,684873
119,19,1,2008,,,192935
120,20,1,2008,,,843861
121,21,1,2008,,,958910
122,22,1,2008,,,1659921
123,23,1,2008,,,836048
124,24,1,2008,,,491962
125,25,1,2008,,,917871
126,26,1,2008,,,141899
127,27,1,2008,,,292590
128,28,1,2008,,,433371
129,29,1,2008,,,197934
130,30,1,2008,,,1381420
131,31,1,2008,,,330245
132,32,1,2008,,,2740592
133,33,1,2008,,,1488645
134,34,1,2008,,,94728
135,35,1,2008,,,1817163
136,36,1,2008,,,645108
137,37,1,2008,,,575393
138,38,1,2008,,,1775029
139,39,1,2008,,,145342
140,40,1,2008,,,718113
141,41,1,2008,,,126429
142,42,1,2008,,,971950
143,43,1,2008,,,4752148
144,44,1,2008,,,559778
145,45,1,2008,,,93625
146,46,1,2008,,,1235795
147,47,1,2008,,,1037018
148,48,1,2008,,,282729
149,49,1,2008,,,873750
150,50,1,2008,,,87161
151,1,1,2009,,,748889
152,2,1,2009,,,131661
153,3,1,2009,,,1077831
154,4,1,2009,,,480559
155,5,1,2009,,,6263438
156,6,1,2009,,,832368
157,7,1,2009,,,563968
158,8,1,2009,,,126801
159,9,1,2009,,,2634522
160,10,1,2009,,,1667685
161,11,1,2009,,,180196
162,12,1,2009,,,276299
163,13,1,2009,,,2104175
164,14,1,2009,,,1046661
165,15,1,2009,,,491842
166,16,1,2009,,,474489
167,17,1,2009,,,680089
168,18,1,2009,,,690915
169,19,1,2009,,,189225
170,20,1,2009,,,848412
171,21,1,2009,,,957053
172,22,1,2009,,,1649082
173,23,1,2009,,,837053
174,24,1,2009,,,492481
175,25,1,2009,,,917982
176,26,1,2009,,,141807
177,27,1,2009,,,295368
178,28,1,2009,,,428947
179,29,1,2009,,,197140
180,30,1,2009,,,1396029
181,31,1,2009,,,334419
182,32,1,2009,,,2766052
183,33,1,2009,,,1483397
184,34,1,2009,,,95073
185,35,1,2009,,,1764297
186,36,1,2009,,,654802
187,37,1,2009,,,582839
188,38,1,2009,,,1785993
189,39,1,2009,,,145118
190,40,1,2009,,,723143
191,41,1,2009,,,123713
192,42,1,2009,,,972549
193,43,1,2009,,,4850210
194,44,1,2009,,,571586
195,45,1,2009,,,91451
196,46,1,2009,,,1245340
197,47,1,2009,,,1035347
198,48,1,2009,,,282662
199,49,1,2009,,,872436
200,50,1,2009,,,88155
201,1,1,2010,,,755552
202,2,1,2010,,,132104
203,3,1,2010,,,1071751
204,4,1,2010,,,482114
205,5,1,2010,,,6289578
206,6,1,2010,,,843316
207,7,1,2010,,,560546
208,8,1,2010,,,129403
209,9,1,2010,,,2643347
210,10,1,2010,,,1677067
211,11,1,2010,,,179601
212,12,1,2010,,,275859
213,13,1,2010,,,2091654
214,14,1,2010,,,1047232
215,15,1,2010,,,495775
216,16,1,2010,,,483701
217,17,1,2010,,,673128
218,18,1,2010,,,696558
219,19,1,2010,,,189077
220,20,1,2010,,,852211
221,21,1,2010,,,955563
222,22,1,2010,,,1587067
223,23,1,2010,,,838037
224,24,1,2010,,,490526
225,25,1,2010,,,918710
226,26,1,2010,,,141693
227,27,1,2010,,,298500
228,28,1,2010,,,437149
229,29,1,2010,,,194711
230,30,1,2010,,,1402548
231,31,1,2010,,,338122
232,32,1,2010,,,2734955
233,33,1,2010,,,1490605
234,34,1,2010,,,96323
235,35,1,2010,,,1754191
236,36,1,2010,,,659911
237,37,1,2010,,,570720
238,38,1,2010,,,1793284
239,39,1,2010,,,143793
240,40,1,2010,,,725838
241,41,1,2010,,,126128
242,42,1,2010,,,987422
243,43,1,2010,,,4935715
244,44,1,2010,,,585552
245,45,1,2010,,,96858
246,46,1,2010,,,1251440
247,47,1,2010,,,1043788
248,48,1,2010,,,282879
249,49,1,2010,,,872286
250,50,1,2010,,,89009
251,1,1,2011,,,744621
252,2,1,2011,,,131167
253,3,1,2011,,,1080319
254,4,1,2011,,,483114
255,5,1,2011,,,6287834
256,6,1,2011,,,854265
257,7,1,2011,,,554437
258,8,1,2011,,,128946
259,9,1,2011,,,2668156
260,10,1,2011,,,1685016
261,11,1,2011,,,182706
262,12,1,2011,,,279873
263,13,1,2011,,,2083097
264,14,1,2011,,,1040765
265,15,1,2011,,,495870
266,16,1,2011,,,486108
267,17,1,2011,,,681987
268,18,1,2011,,,703390
269,19,1,2011,,,188969
270,20,1,2011,,,854086
271,21,1,2011,,,953369
272,22,1,2011,,,1573537
273,23,1,2011,,,839738
274,24,1,2011,,,490619
275,25,1,2011,,,916584
276,26,1,2011,,,142349
277,27,1,2011,,,301296
278,28,1,2011,,,439634
279,29,1,2011,,,191900
280,30,1,2011,,,1356431
281,31,1,2011,,,337225
282,32,1,2011,,,2704718
283,33,1,2011,,,1507864
284,34,1,2011,,,97646
285,35,1,2011,,,1740030
286,36,1,2011,,,666120
287,37,1,2011,,,568208
288,38,1,2011,,,1771395
289,39,1,2011,,,142854
290,40,1,2011,,,727186
291,41,1,2011,,,128016
292,42,1,2011,,,999693
293,43,1,2011,,,5000470
294,44,1,2011,,,598832
295,45,1,2011,,,89908
296,46,1,2011,,,1257883
297,47,1,2011,,,1045453
298,48,1,2011,,,282870
299,49,1,2011,,,871105
300,50,1,2011,,,90099
301,1,1,2012,,,744637
302,2,1,2012,,,131489
303,3,1,2012,,,1089384
304,4,1,2012,,,486157
305,5,1,2012,,,6299451
306,6,1,2012,,,863561
307,7,1,2012,,,550954
308,8,1,2012,,,129026
309,9,1,2012,,,2692162
310,10,1,2012,,,1703332
311,11,1,2012,,,184760
312,12,1,2012,,,284834
313,13,1,2012,,,2072880
314,14,1,2012,,,1041369
315,15,1,2012,,,499825
316,16,1,2012,,,489043
317,17,1,2012,,,685167
318,18,1,2012,,,710903
319,19,1,2012,,,185739
320,20,1,2012,,,859638
321,21,1,2012,,,954773
322,22,1,2012,,,1555370
323,23,1,2012,,,845404
324,24,1,2012,,,493650
325,25,1,2012,,,917900
326,26,1,2012,,,142908
327,27,1,2012,,,303505
328,28,1,2012,,,445707
329,29,1,2012,,,188974
330,30,1,2012,,,1372203
331,31,1,2012,,,338220
332,32,1,2012,,,2710703
333,33,1,2012,,,1518465
334,34,1,2012,,,101111
335,35,1,2012,,,1729916
336,36,1,2012,,,673483
337,37,1,2012,,,587564
338,38,1,2012,,,1763677
339,39,1,2012,,,142481
340,40,1,2012,,,735998
341,41,1,2012,,,130471
342,42,1,2012,,,993496
343,43,1,2012,,,5077659
344,44,1,2012,,,613279
345,45,1,2012,,,89624
346,46,1,2012,,,1265419
347,47,1,2012,,,1051694
348,48,1,2012,,,283044
349,49,1,2012,,,872436
350,50,1,2012,,,91533
351,1,1,2013,,,746204
352,2,1,2013,,,130944
353,3,1,2013,,,1102445
354,4,1,2013,,,489979
355,5,1,2013,,,6312623
356,6,1,2013,,,876999
357,7,1,2013,,,546200
358,8,1,2013,,,131687
359,9,1,2013,,,2720744
360,10,1,2013,,,1723909
361,11,1,2013,,,186825
362,12,1,2013,,,296476
363,13,1,2013,,,2066990
364,14,1,2013,,,1047385
365,15,1,2013,,,502964
366,16,1,2013,,,496440
367,17,1,2013,,,677389
368,18,1,2013,,,711491
369,19,1,2013,,,183995
370,20,1,2013,,,866169
371,21,1,2013,,,955739
372,22,1,2013,,,1548841
373,23,1,2013,,,850973
374,24,1,2013,,,492586
375,25,1,2013,,,918288
376,26,1,2013,,,144129
377,27,1,2013,,,307677
378,28,1,2013,,,451831
379,29,1,2013,,,186310
380,30,1,2013,,,1370295
381,31,1,2013,,,339244
382,32,1,2013,,,2732770
383,33,1,2013,,,1530857
384,34,1,2013,,,103947
385,35,1,2013,,,1724111
386,36,1,2013,,,681848
387,37,1,2013,,,593000
388,38,1,2013,,,1755236
389,39,1,2013,,,142008
390,40,1,2013,,,745657
391,41,1,2013,,,130890
392,42,1,2013,,,993556
393,43,1,2013,,,5153702
394,44,1,2013,,,625461
395,45,1,2013,,,88690
396,46,1,2013,,,1273825
397,47,1,2013,,,1058936
398,48,1,2013,,,280958
399,49,1,2013,,,874414
400,50,1,2013,,,92732
401,1,1,2014,,,744164
402,2,1,2014,,,131176
403,3,1,2014,,,1111695
404,4,1,2014,,,490917
405,5,1,2014,,,6312161
406,6,1,2014,,,889006
407,7,1,2014,,,542678
408,8,1,2014,,,134042
409,9,1,2014,,,2756944
410,10,1,2014,,,1744437
411,11,1,2014,,,182384
412,12,1,2014,,,290885
413,13,1,2014,,,2050239
414,14,1,2014,,,1046269
415,15,1,2014,,,505311
416,16,1,2014,,,497275
417,17,1,2014,,,688640
418,18,1,2014,,,716800
419,19,1,2014,,,182470
420,20,1,2014,,,874514
421,21,1,2014,,,955844
422,22,1,2014,,,1537922
423,23,1,2014,,,857235
424,24,1,2014,,,490917
425,25,1,2014,,,917785
426,26,1,2014,,,144532
427,27,1,2014,,,312635
428,28,1,2014,,,459189
429,29,1,2014,,,184670
430,30,1,2014,,,1400579
431,31,1,2014,,,340365
432,32,1,2014,,,2741185
433,33,1,2014,,,1548895
434,34,1,2014,,,106586
435,35,1,2014,,,1724810
436,36,1,2014,,,688511
437,37,1,2014,,,601318
438,38,1,2014,,,1743160
439,39,1,2014,,,141959
440,40,1,2014,,,756523
441,41,1,2014,,,133040
442,42,1,2014,,,995475
443,43,1,2014,,,5233765
444,44,1,2014,,,635577
445,45,1,2014,,,87311
446,46,1,2014,,,1280381
447,47,1,2014,,,1073638
448,48,1,2014,,,280310
449,49,1,2014,,,871432
450,50,1,2014,,,94067
451,1,1,2015,,,743789
452,2,1,2015,,,132477
453,3,1,2015,,,1109040
454,4,1,2015,,,492132
455,5,1,2015,,,6305347
456,6,1,2015,,,899112
457,7,1,2015,,,537933
458,8,1,2015,,,134847
459,9,1,2015,,,2792234
460,10,1,2015,,,1757237
461,11,1,2015,,,181995
462,12,1,2015,,,292277
463,13,1,2015,,,2041779
464,14,1,2015,,,1046757
465,15,1,2015,,,508014
466,16,1,2015,,,495884
467,17,1,2015,,,686598
468,18,1,2015,,,718711
469,19,1,2015,,,181613
470,20,1,2015,,,879601
471,21,1,2015,,,964026
472,22,1,2015,,,1536231
473,23,1,2015,,,864384
474,24,1,2015,,,487200
475,25,1,2015,,,919234
476,26,1,2015,,,145319
477,27,1,2015,,,316014
478,28,1,2015,,,467527
479,29,1,2015,,,182425
480,30,1,2015,,,1408845
481,31,1,2015,,,335694
482,32,1,2015,,,2711626
483,33,1,2015,,,1544934
484,34,1,2015,,,108644
485,35,1,2015,,,1716585
486,36,1,2015,,,692878
487,37,1,2015,,,608825
488,38,1,2015,,,1717414
489,39,1,2015,,,142014
490,40,1,2015,,,763533
491,41,1,2015,,,134253
492,42,1,2015,,,1001235
493,43,1,2015,,,5301477
